序號,行政區別,場所名稱,公告禁菸日期,縣市別
474,63000120,臺北市5個捷運車站出口周邊戶外區域-捷運石牌站1號及2號出口旁,20160501,63000
475,63000120,復興高中周邊人行道,20160701,63000
476,63000120,中正高中周邊人行道,20160701,63000
477,63000120,新民國中周邊人行道,20160701,63000
478,63000120,明德國中周邊人行道,20160701,63000
479,63000120,桃源國中周邊人行道,20160701,63000
480,63000120,石牌國中周邊人行道,20160701,63000
481,63000120,逸仙國小周邊人行道,20160701,63000
482,63000120,石牌國小周邊人行道,20160701,63000
483,63000120,文林國小周邊人行道,20160701,63000
484,63000120,義方國小周邊人行道,20160701,63000
485,63000120,立農國小周邊人行道,20160701,63000
486,63000120,明德國小周邊人行道,20160701,63000
487,63000120,文化國小周邊人行道,20160701,63000
488,63000120,薇閣高中（附設國民中小學）周邊人行道,20161226,63000
489,63000120,十信高中周邊人行道,20161226,63000
490,63000120,奎山高中（附設國民中小學）周邊人行道 ,20161226,63000
491,63000120,貴子坑露營場暨水土保持教學園區,20180401,63000
492,63000120,臺北市政府衛生環境檢驗大樓所屬之室外場所及周邊人行道,20210701,63000
493,63000120,臺北市私立貝兒托嬰中心周邊人?道,20231001,63000
494,63000120,新奇岩社會住宅,20240901,63000
495,63000120,臺北市私立心美蒙特梭利幼兒園緊臨人行道,20241101,63000
496,63000120,臺北市私立丹佛幼兒園緊臨人行道,20241101,63000
497,63000120,臺北市私立新天地幼兒園緊臨人行道,20241101,63000
498,63000120,臺北市私立道生幼兒園緊臨人行道,20241101,63000
499,63000120,臺北市私立國際蒙特梭利北投幼兒園緊臨退縮地及人行道,20241101,63000
500,63000120,臺北市私立愛德恩幼兒園緊臨退縮地及人行道,20241101,63000
501,63000120,臺北市私立何嘉仁北投幼兒園緊臨退縮地及人行道,20241101,63000
502,63000120,臺北市北投區『華固翡儷社區』所屬之戶外公共區域,20241201,63000
503,63000120,城市學校財團法人臺北城市科技大學,20250901,63000
504,63000120,141個無菸公園,20140401,63000
505,63000120,31條登山步道,20181231,63000
506,63000000,捷運線形公園,20200101,63000
507,63000000,信義路公車專用道27個站臺區域,20140101,63000
508,63000000,12條公車專用道128個站臺區域(松江路、新生南路、敦化北路、敦化南路、民權西路、民權東路、南京東路、仁愛路、重慶北路、中華路、羅斯福路、新光路),20141025,63000
509,63000000,"932個公車站之1,150座公車候車亭",20170101,63000
510,63000000,28個無菸河濱公園、陽明山國家公園(9個指定區域除吸菸區外禁止吸菸),20140401,63000
511,63000000,1003處連鎖便利商店及咖啡店騎樓禁菸,20190901,63000
512,63000000,958處連鎖便利商店及咖啡店庇廊禁菸,20240401,63000
